Quantity,Name,Price,Color,Card Type,CMC,Edition (CODE),Mana Value,Scryfall ID
1x,Food Coma,$0.25,White,Enchantment,4,(WOE),{3}{W},61ba2aed-3514-4db9-8da0-329620b12f63
1x,Sunset Revelry,$0.25,White,Sorcery,2,(MID),{1}{W},61b39ef1-29d4-4c8d-aece-a3f1ce008e2d
1x,Goblin Maskmaker,$0.25,Red,Creature — Goblin Citizen,1,(MKM),{R},6154a991-c602-4fca-91a3-3830060da60e
1x,Frodo Baggins,$0.25,White/Green,Legendary Creature — Halfling Scout,2,(LTR),{G}{W},61342840-4d07-41f6-8742-929f92f94c73
1x,Beloved Beggar // Generous Soul,$0.15,White,Creature — Human Peasant,2,(MID),{1}{W},6109b54e-56c5-4014-9f6d-d5f7a0fd725d
1x,Academy Manufactor,$6.64,,Artifact Creature — Assembly-Worker,3,(PLST),{3},60f23a6c-0fdf-4740-af92-1179e2153b2c
1x,War of the Last Alliance,$1.25,White,Enchantment — Saga,4,(LTR),{3}{W},60ddf2cd-5b33-4c8a-a610-8e6a15404dde
1x,"Shessra, Death's Whisper",$0.20,Black/Green,Legendary Creature — Human Elf Warlock,4,(AFR),{2}{B}{G},60ca5fef-af21-4e2b-9efa-61e08a638a1f
1x,Rimefur Reindeer,$0.15,White,Creature — Elk,4,(WOE),{3}{W},60acc0b7-6842-44aa-a7cc-c5d315d90287
1x,Leyline of Abundance,$0.50,Green,Enchantment,4,(WOT),{2}{G}{G},607157a4-4fe8-46b9-86e1-0a30f040116b
1x,Haradrim Spearmaster,$0.10,Red,Creature — Human Warrior,3,(LTR),{2}{R},6050cf98-cdce-4825-9ab8-2294a2b63faf
1x,Sharae of Numbing Depths,$0.16,White/Blue,Legendary Creature — Merfolk Wizard,4,(WOE),{2}{W}{U},600bc36a-3ef0-459c-9a93-94ec45b8c3d9
1x,Sharae of Numbing Depths,$0.25,White/Blue,Legendary Creature — Merfolk Wizard,4,(WOE),{2}{W}{U},600bc36a-3ef0-459c-9a93-94ec45b8c3d9
1x,"Targ Nar, Demon-Fang Gnoll",$0.26,Red/Green,Legendary Creature — Gnoll,2,(AFR),{R}{G},5fe57856-9d35-470e-9138-360b02ac0c90
1x,Corpse Cobble,$0.28,Blue/Black,Instant,2,(DBL),{U}{B},5fac9235-9e9f-47ee-b8c2-9ebce780c930
1x,Picklock Prankster // Free the Fae,$0.38,Blue,Creature — Faerie Rogue // Instant — Adventure,2,(WOE),{1}{U} // {1}{U},5ebac73a-1ecf-4e6d-87b1-ea560bfeb064
1x,Picklock Prankster // Free the Fae,$1.49,Blue,Creature — Faerie Rogue // Instant — Adventure,2,(WOE),{1}{U} // {1}{U},5ebac73a-1ecf-4e6d-87b1-ea560bfeb064
1x,Flourishing Bloom-Kin,$0.25,Green,Creature — Plant Elemental,2,(MKM),{1}{G},5ddcb31e-9301-44f1-b138-0573fbf56a47
1x,Murasa Ranger,$0.20,Green,Creature — Human Warrior Ranger,4,(PLST),{3}{G},5d79f527-6f37-4381-86e6-bd2f782049db
1x,Crossroads Candleguide,$0.24,,Artifact Creature — Scarecrow,4,(MID),{4},5cad1524-9e75-47e0-b817-47110634802a
1x,Archdruid's Charm,$7.05,Green,Instant,3,(MKM),{G}{G}{G},5caae5ae-845f-42c2-b1ae-956df2739433
1x,"Sigarda, Champion of Light",$1.20,White/Green,Legendary Creature — Angel,4,(MID),{1}{G}{W}{W},5c6cf357-c231-4512-aa9a-ab4a60007136
1x,Beluna's Gatekeeper // Entry Denied,$0.11,Blue,Creature — Giant Soldier // Sorcery — Adventure,6,(WOE),{5}{U} // {1}{U},5c1d410e-4237-4963-b015-54d26730e63d
1x,Dryad's Revival,$0.25,Green,Sorcery,3,(MID),{2}{G},5c0aa3eb-0aa8-42da-b437-a3f336df585d
1x,Undercover Crocodelf,$0.25,Blue/Green,Creature — Elf Crocodile Detective,6,(MKM),{4}{G}{U},5bc669c8-6f39-4d52-82d3-a4005d41c8a5
1x,"Xanathar, Guild Kingpin",$2.29,Blue/Black,Legendary Creature — Beholder,6,(AFR),{4}{U}{B},5bc58050-a615-4090-9cf5-cd49ccb4e2c6
1x,Sepulcher Ghoul,$0.15,Black,Creature — Zombie,2,(AFR),{1}{B},5b302bc8-683f-4a26-ab86-87eaa19dce4d
1x,Minecart Daredevil // Ride the Rails,$0.11,Red,Creature — Dwarf Knight // Instant — Adventure,3,(WOE),{2}{R} // {1}{R},5b2a02f3-3921-4f40-9ffa-70bc08b052e1
1x,Find the Path,$0.15,Green,Enchantment — Aura,3,(AFR),{2}{G},5afe37a0-ccc3-467a-b787-304465b38355
1x,Candlestick,$0.25,Blue,Artifact — Clue Equipment,1,(MKM),{U},5aeae6fb-3834-4891-924e-3d1fb3e19e09
1x,Morgul-Knife Wound,$0.11,Black,Enchantment — Aura,2,(LTR),{1}{B},5ae08177-48ee-4404-834d-d3cd7482ae81
1x,"Faramir, Prince of Ithilien",$0.44,White/Blue,Legendary Creature — Human Noble,4,(LTR),{2}{W}{U},5aafbc20-72b1-4773-91d8-1dd4ee08f80d
1x,Quarrel's End,$0.12,Red,Sorcery,3,(LTR),{2}{R},5a7e61a6-c602-4089-ae45-828d8e516a63
1x,Spiked Pit Trap,$0.24,,Artifact,1,(AFR),{1},59fbf45a-23b4-4d06-abd9-4cc3895cb29d
1x,Lich-Knights' Conquest,$1.11,Black,Sorcery,5,(WOE),{4}{B},59cd67d3-3327-42ad-9db1-50e2f591818c
1x,Besotted Knight // Betroth the Beast,$0.12,White,Creature — Human Knight // Sorcery — Adventure,4,(WOE),{3}{W} // {W},5980a930-c7f8-45e1-a18a-87734d9ed09e
1x,Gavony Dawnguard,$0.17,White,Creature — Human Soldier,3,(MID),{1}{W}{W},58891dae-1c59-4f53-82ec-5b4c47133182
1x,"Legolas, Counter of Kills",$0.25,Blue/Green,Legendary Creature — Elf Archer,4,(LTR),{2}{G}{U},5877d76e-4ef3-48be-9223-3d349cf9398a
1x,Discerning Financier,$0.20,White,Creature — Human Noble,3,(WOE),{2}{W},584774b5-640f-45e0-810b-f5faf119645b
1x,Bloodtithe Collector,$0.25,Black,Creature — Vampire Noble,5,(MID),{4}{B},57d5e536-7774-4949-8127-727ae4d8fc80
1x,Faerie Dreamthief,$0.23,Black,Creature — Faerie Warlock,1,(WOE),{B},57ca2ec5-442d-4909-be28-93c50fbc5f7a
1x,Farideh's Fireball,$0.15,Red,Instant,5,(AFR),{3}{R}{R},57a46987-f05a-4b83-af56-f18000874e65
1x,"Ludevic, Necrogenius // Olag, Ludevic's Hubris",$0.35,Blue/Black,Legendary Creature — Human Wizard,2,(PCTB),{U}{B},56060987-5c20-4574-95bd-668e6b45e2f1
1x,Shady Traveler // Stalking Predator,$0.12,Black,Creature — Werewolf,3,(MID),,55f0666a-5c3e-492b-b4ea-42fa7f24661b
1x,Bestial Bloodline,$0.12,Green,Enchantment — Aura,2,(WOE),{1}{G},55b9b8e5-1ed8-4be0-aad5-041a599c6841
1x,Pithing Needle,$0.96,,Artifact,1,(MID),{1},556ec6ab-a19f-4caa-8bfa-145555402caf
1x,Analyze the Pollen,$1.11,Green,Sorcery,1,(MKM),{G},5563967f-09fd-4ccf-8892-4dd0c2544c98
1x,Redtooth Vanguard,$0.15,Green,Creature — Elf Warrior,2,(WOE),{1}{G},55271960-b9bd-4bea-93ca-3321bf30be78
1x,Dawnhart Wardens,$0.25,White/Green,Creature — Human Warlock,3,(MID),{1}{G}{W},54c410dc-123c-4431-9ccb-3f17e6555d68
1x,Isolation at Orthanc,$0.11,Blue,Instant,4,(LTR),{3}{U},54b9c323-ac9b-4864-bd57-81b557f44114
1x,Plummet,$0.14,Green,Instant,2,(MID),{1}{G},5469e696-bbf1-43e3-9c25-fe089b36caed
1x,"Strider, Ranger of the North",$0.15,Red/Green,Legendary Creature — Human Ranger,4,(LTR),{2}{R}{G},54461d61-a745-467f-9fbe-b5e7a8edbdbf
1x,Locked in the Cemetery,$0.20,Blue,Enchantment — Aura,2,(DBL),{1}{U},54279998-d645-4bf8-a5cc-c00c0e3247d0
1x,Delver's Torch,$0.15,White,Artifact — Equipment,2,(AFR),{1}{W},53df7b80-71bf-4013-ad44-f76eae8ac81b
1x,"Liesa, Forgotten Archangel",$4.38,White/Black,Legendary Creature — Angel,5,(MID),{2}{W}{W}{B},532fca6b-f788-43f8-b29f-7273e7a48449
1x,Seize the Storm,$0.20,Red,Sorcery,5,(MID),{4}{R},532e079f-55b7-4b92-b489-aed4d3becae7
1x,"Florian, Voldaren Scion",$0.50,Black/Red,Legendary Creature — Vampire Noble,3,(MID),{1}{B}{R},53289e69-74da-46d2-91c2-a11378ba76ef
1x,Shire Terrace,$11.00,Land,Land,0,(SLD),,5233144a-9e88-44a2-9ea9-88ecc116bcd6
1x,Commune with Nature,$0.14,Green,Sorcery,1,(WOE),{G},5224eec3-2941-4d16-a713-099e34e93eee
1x,Auspicious Arrival,$0.25,White,Instant,2,(MKM),{1}{W},5180c85c-6add-4066-83c4-27fb1fd4de16
1x,Asinine Antics,$1.10,Blue,Sorcery,4,(WOE),{2}{U}{U},50b96a97-0d7d-4e05-9e2f-0b99a039b655
1x,Obsessive Astronomer,$0.15,Red,Creature — Human Wizard,2,(MID),{1}{R},4f6e0cb6-283b-448e-89c6-8b6e8e21e38b
1x,Dream Spoilers,$0.15,Black,Creature — Faerie Warlock,4,(WOE),{3}{B},4efd1963-fe71-42c1-8ad7-53fd80145ca6
1x,The Long Reach of Night // Animus of Night's Reach,$0.17,Black,Enchantment — Saga,4,(NEO),{3}{B},4ec18bf7-bd80-408d-acc4-ffaaf7ef6b5b
1x,Water Wings,$0.14,Blue,Instant,2,(WOE),{1}{U},4ea4993c-d1ba-4b33-955b-e0874fd2132f
1x,Rootrider Faun,$0.20,Green,Creature — Satyr Scout,2,(WOE),{1}{G},4e87db5a-1a70-42df-83a2-c0f71fe8533a
1x,Murder,$0.25,Black,Instant,3,(MKM),{1}{B}{B},4c98fcd3-8273-459f-857d-d0a34a1d285a
1x,"Shadowfax, Lord of Horses",$0.20,White/Red,Legendary Creature — Horse,5,(LTR),{3}{R}{W},4c7d861d-7832-4c15-8d6c-8c07a9a57891
1x,Misleading Motes,$0.10,Blue,Instant,4,(WOE),{3}{U},4c6c7a43-c3d1-450e-834a-54e1b9def1cd
1x,Isildur's Fateful Strike,$0.30,Black,Legendary Instant,4,(LTR),{2}{B}{B},4bf08071-fbf8-463e-9a57-59dbf0280dd8
1x,Plummet,$0.11,Green,Instant,2,(AFR),{1}{G},4be85ceb-be98-43ce-9565-a72990797437
1x,Slimy Dualleech,$0.25,Black,Creature — Leech,4,(MKM),{3}{B},4bc803ad-f8a2-4198-a8a6-8d987b3d00fb
1x,"Grond, the Gatebreaker",$0.15,Black,Legendary Artifact — Vehicle,4,(LTR),{3}{B},4bc61b28-afdd-4de9-829b-ffe5ca7c7f19
1x,Snarling Wolf,$0.14,Green,Creature — Wolf,1,(MID),{G},4b614b21-69ed-4788-97d7-ad502b634abb
1x,Case of the Stashed Skeleton,$5.50,Black,Enchantment — Case,2,(MKM),{1}{B},4b120cbe-f0af-46c5-863f-03ecadf0435c
1x,Armory Mice,$0.10,White,Creature — Mouse,2,(WOE),{1}{W},4b041949-6fb6-40a6-9329-f209be537219
1x,Bereaved Survivor // Dauntless Avenger,$0.20,White,Creature — Human Peasant,3,(MID),{2}{W},4adee830-62fd-4ab4-b1c6-a8bbe15331d1
1x,Forsworn Paladin,$0.49,Black,Creature — Human Knight,1,(AFR),{B},4acaf396-f950-42da-85ab-149ffb31fee6
1x,Howl of the Hunt,$0.11,Green,Enchantment — Aura,3,(J22),{2}{G},49ca3780-5eff-439f-bdf6-23c449efce3c
1x,Experimental Confectioner,$2.50,Black,Creature — Human Peasant,3,(WOE),{2}{B},49aaf5db-9418-4b97-97da-736c674905d4
1x,Arrogant Outlaw,$0.23,Black,Creature — Vampire Noble,3,(MID),{2}{B},496a9d45-6197-44b6-b0fc-17aeae281b2f
1x,Fanatical Strength,$0.30,Green,Instant,2,(MKM),{1}{G},4941fa74-c7b9-4468-8080-de8057d3d27b
1x,Plains,$0.28,Land,Basic Land — Plains,0,(WOE),,486fbcf9-3a04-47f6-8927-886c2a454499
1x,The Witch's Vanity,$0.15,Black,Enchantment — Saga,2,(WOE),{1}{B},47ca4926-b5ac-405a-8b58-f8db6df400ff
1x,Titanic Growth,$0.14,Green,Instant,2,(WOE),{1}{G},46917de3-5e98-4dd6-8950-fc10338515df
1x,Felonious Rage,$0.25,Red,Instant,1,(MKM),{R},4538d6a8-a24a-40e3-b894-45a30882c92a
1x,Gandalf the Grey,$0.49,Blue/Red,Legendary Creature — Avatar Wizard,5,(LTR),{3}{U}{R},4535a44d-9a36-4079-9250-583a27989b07
1x,Fact or Fiction,$0.25,Blue,Instant,4,(CLB),{3}{U},43d5a3ec-eb03-47c1-9570-98832ebf8898
1x,Fell Horseman // Deathly Ride,$0.13,Black,Creature — Zombie Knight // Sorcery — Adventure,4,(WOE),{3}{B} // {1}{B},43bb3890-4013-48be-8cb5-54fd8fd8ec52
1x,Intrepid Trufflesnout // Go Hog Wild,$0.25,Green,Creature — Boar // Instant — Adventure,2,(WOE),{1}{G} // {1}{G},4224747e-1dbc-4a29-b5da-5916d8ca2768
1x,Intrepid Trufflesnout // Go Hog Wild,$0.25,Green,Creature — Boar // Instant — Adventure,2,(WOE),{1}{G} // {1}{G},4224747e-1dbc-4a29-b5da-5916d8ca2768
1x,Armory Veteran,$0.15,Red,Creature — Orc Warrior,2,(AFR),{1}{R},4177f57e-c239-47e8-ae50-5f593f6d54ec
1x,"The Balrog, Durin's Bane",$0.46,Black/Red,Legendary Creature — Avatar Demon,7,(LTR),{5}{B}{R},416880c3-cefb-45ea-bcc3-2ec7a70c8097
1x,Dungeon Crawler,$0.20,Black,Creature — Zombie,1,(AFR),{B},4138b66d-cf18-42a5-8522-241bd3969624
1x,Tin Street Gossip,$0.25,Red/Green,Creature — Viashino Advisor,4,(MKM),{2}{R}{G},4094b13f-28d4-48b6-8cce-3c44656745b7
1x,Nazgul,$10.73,Black,Creature — Wraith Knight,3,(LTR),{2}{B},4023a6de-3ac7-488a-b1a9-b1e26681d9bc
1x,Eyes of the Beholder,$0.15,Black,Instant,6,(AFR),{4}{B}{B},3f9e5402-690f-497d-ada3-aa41fa900fdd
1x,Borrowed Time,$0.25,White,Enchantment,3,(MID),{2}{W},3eeef24b-b937-408e-a32e-1a546d3e7b0f
1x,Wish,$0.49,Red,Sorcery,3,(AFR),{2}{R},3ed021d2-e2bc-44b3-8934-4bd02e0a42ec
1x,Tireless Hauler // Dire-Strain Brawler,$0.20,Green,Creature — Human Werewolf,5,(MID),{4}{G},3e96f9a6-c215-42b1-aa02-8e6143fe5bd7
1x,Tunnel Tipster,$0.25,Green,Creature — Mole Scout,2,(MKM),{1}{G},3e29b890-35b9-4e2a-9b4c-9417ca7db31d
1x,Tunnel Tipster,$0.30,Green,Creature — Mole Scout,2,(MKM),{1}{G},3e29b890-35b9-4e2a-9b4c-9417ca7db31d
1x,"Grazilaxx, Illithid Scholar",$0.69,Blue,Legendary Creature — Horror,3,(CLB),{1}{U}{U},3de11222-c2fa-4544-a501-a02b31797259
1x,Unruly Catapult,$0.20,Red,Artifact Creature — Construct,3,(WOE),{2}{R},3dc275f8-f060-4c15-9b8f-63cf3857eaa7
1x,Scarecrow Guide,$0.15,,Artifact Creature — Scarecrow,2,(WOE),{2},3dc08461-bec6-4a18-b782-da4c92abb789
1x,Scarecrow Guide,$0.19,,Artifact Creature — Scarecrow,2,(WOE),{2},3dc08461-bec6-4a18-b782-da4c92abb789
1x,Dunedain Blade,$0.10,White,Artifact — Equipment,2,(LTR),{1}{W},3d5f92bf-e4e7-487a-834c-964fdd6ad674
1x,Sharp-Eyed Rookie,$0.68,Green,Creature — Human Detective,2,(MKM),{1}{G},3d5d4788-a970-4e09-89a1-740eca9331d9
1x,Sphere of Annihilation,$0.30,Black,Artifact,1,(AFR),{X}{B},3d2315a9-584b-4c59-af43-dd38bcb6c322
1x,Westfold Rider,$0.22,White,Creature — Human Knight,2,(LTR),{1}{W},3c73835d-4af8-4754-bcc8-176e43fceaea
1x,Tanglespan Lookout,$0.15,Green,Creature — Satyr,3,(WOE),{2}{G},3bc5c32d-be0a-4a5f-a8c7-9767a895bc76
1x,Tanglespan Lookout,$0.25,Green,Creature — Satyr,3,(WOE),{2}{G},3bc5c32d-be0a-4a5f-a8c7-9767a895bc76
1x,Eccentric Apprentice,$0.20,Blue,Creature — Tiefling Wizard,3,(AFR),{2}{U},3baa08ac-9a94-4e22-91bb-c6966cd0a0de
1x,Power Word Kill,$0.42,Black,Instant,2,(AFR),{1}{B},395b6ce4-143f-4eed-b565-98aa3d6208ef
1x,The Celestus,$1.40,,Legendary Artifact,3,(MID),{3},39226a07-d44e-41a6-b9f1-685ef505d015
1x,"Erkenbrand, Lord of Westfold",$0.15,Red,Legendary Creature — Human Soldier,4,(LTR),{3}{R},38f81e68-cddd-47f4-b1d1-a297c3298c25
1x,Concealed Weapon,$0.25,Red,Artifact — Equipment,2,(MKM),{1}{R},38e31fa6-a445-47c6-a73f-135087f6d760
1x,Twining Twins // Swift Spiral,$0.28,Blue,Creature — Faerie Wizard // Instant — Adventure,4,(WOE),{2}{U}{U} // {1}{W},38708b07-df7d-4ea4-b10e-ead7cd03d849
1x,"Fear, Fire, Foes!",$0.18,Red,Sorcery,1,(LTR),{X}{R},37be98a4-0cba-46b4-be93-a9805fe77160
1x,Skeletal Swarming,$0.39,Black/Green,Enchantment,5,(AFR),{3}{B}{G},3768ac68-0d87-4f99-aa77-2d009df0a567
1x,Skeletal Swarming,$0.48,Black/Green,Enchantment,5,(AFR),{3}{B}{G},3768ac68-0d87-4f99-aa77-2d009df0a567
1x,Bishop of the Bloodstained,$0.20,Black,Creature — Vampire Cleric,5,(XLN),{3}{B}{B},373131be-bd66-49f5-80fa-836ced03fedf
1x,Wrenn and Seven,$7.72,Green,Legendary Planeswalker — Wrenn,5,(DBL),{3}{G}{G},365d2ecc-24ef-41fb-a1ee-055e99e1d94f
1x,Brazen Dwarf,$0.20,Red,Creature — Dwarf Shaman,2,(AFR),{1}{R},3658e65b-df54-4327-9104-c2f3dd65df85
1x,Devoted Paladin,$0.15,White,Creature — Orc Knight,5,(AFR),{4}{W},3620ed96-1d15-4942-b9e5-9f9a64b0cab4
1x,Startle,$0.15,Blue,Instant,2,(MID),{1}{U},35f68eb3-9b40-4967-a52e-f95aec6e3fbf
1x,"Eowyn, Fearless Knight",$1.00,White/Red,Legendary Creature — Human Knight,4,(LTR),{2}{R}{W},35b6da81-dc24-45b3-b94c-0d6fa00fad0c
1x,Shadow of the Enemy,$1.62,Black,Sorcery,6,(LTR),{3}{B}{B}{B},357a1e7c-19f1-42ea-8a68-511a10ab699a
1x,Fall of Cair Andros,$0.34,Red,Enchantment,3,(LTR),{2}{R},354b4623-50a0-41f1-ad1e-7dd6ac3852df
1x,Turn the Earth,$0.43,Green,Instant,1,(MID),{G},34076a93-9e8f-45d4-a1d7-31f40210a5b6
1x,Secret Door,$0.25,Blue,Artifact Creature — Wall,1,(AFR),{U},3191e400-aa4e-4955-aca0-ecbe63ea240f
1x,Nezumi Bladeblesser,$0.13,Black,Creature — Rat Samurai,3,(NEO),{2}{B},317bdf0d-df7d-4ca2-8131-060ba7cf2602
1x,Slice from the Shadows,$0.40,Black,Instant,1,(MKM),{X}{B},317800b3-6b2d-4de6-8e44-7e54dd623055
1x,Rise of the Ants,$0.15,Green,Sorcery,6,(MID),{4}{G}{G},3143fadd-0162-4e0c-89fc-89dc3501d13c
1x,Johann's Stopgap,$0.10,Blue,Sorcery,4,(WOE),{3}{U},31408397-36f5-479f-b822-fa97411b7872
1x,Sleep-Cursed Faerie,$0.50,Blue,Creature — Faerie Wizard,1,(WOE),{U},31051436-68f2-457e-8293-2b10ccf7684e
1x,Tattered Ratter,$0.15,Red,Creature — Human Peasant,2,(WOE),{1}{R},30f505b4-d61c-4da8-ab45-37125260d556
1x,You See a Guard Approach,$0.20,Blue,Instant,1,(AFR),{U},30c5fd8e-753a-45e1-bcdd-fb6e072ffbb0
1x,You See a Guard Approach,$0.25,Blue,Instant,1,(AFR),{U},30c5fd8e-753a-45e1-bcdd-fb6e072ffbb0
1x,Fraying Sanity,$0.59,Blue,Enchantment — Aura Curse,3,(WOT),{2}{U},303ecebb-cadc-465a-8ef8-7b314f971f6c
1x,Worn Powerstone,$0.86,,Artifact,3,(PLST),{3},3012fb07-75d9-4fe2-a233-b471e5a65981
1x,Candlelit Cavalry,$0.24,Green,Creature — Human Knight,5,(DBL),{4}{G},2feab8e9-638c-487c-9acd-250399adee0a
1x,"Adeline, Resplendent Cathar",$7.70,White,Legendary Creature — Human Knight,3,(MID),{1}{W}{W},2f71585a-3ea8-40f8-8e02-e155477fd8b5
1x,Rohirrim Lancer,$0.10,Red,Creature — Human Knight,1,(LTR),{R},2f506f9f-4c0d-44e8-9f81-8403d808d0e4
1x,Otherworldly Gaze,$0.40,Blue,Instant,1,(MKC),{U},2ed35631-2435-4873-a45f-c620e86a60dd
1x,"Aragorn, the Uniter",$4.30,White/Blue/Red/Green,Legendary Creature — Human Noble,4,(LTR),{R}{G}{W}{U},2e5e43a4-e3fa-4bf0-bd78-13e193255ae6
1x,Celeborn the Wise,$0.15,Green,Legendary Creature — Elf Noble,4,(LTR),{3}{G},2daf449a-5f3e-44fd-968e-55d8517ae797
1x,Convenient Target,$0.26,Red,Enchantment — Aura,1,(MKM),{R},2d2cf2ae-9152-41c4-9dc4-a19da5812869
1x,"Greta, Sweettooth Scourge",$0.22,Black/Green,Legendary Creature — Human Warrior,3,(WOE),{1}{B}{G},2cfd365e-34d1-4224-b925-119000311934
1x,Culvert Ambusher,$0.25,Green,Creature — Wurm Horror,5,(MKM),{3}{G}{G},2ccdc58b-1e7e-402c-88f9-c789ff1dae31
1x,Hopeless Nightmare,$0.25,Black,Enchantment,1,(WOE),{B},2c2ee817-9ca9-4f09-bc71-7994c19a9470
1x,Llanowar Reborn,$0.35,Land,Land,0,(DDL),,2b564606-8827-44c9-98ba-3ed0cccaac07
1x,Ingenious Smith,$0.30,White,Creature — Human Artificer,2,(AFR),{1}{W},2ad29773-7c1b-410d-9f69-7aa751f6ebca
1x,Illicit Masquerade,$0.68,Black,Enchantment,4,(MKM),{3}{B},2a7a3ec4-afaa-45e1-8cde-f15bf4bd7379
1x,Wish,$0.50,Red,Sorcery,3,(AFR),{2}{R},29c2d90f-bd33-402d-b5fd-ee1ae62b59cf
1x,Bite Down on Crime,$0.25,Green,Sorcery,4,(MKM),{3}{G},29bbfe93-8225-444c-835b-33ffa006ef66
1x,Shock,$0.32,Red,Instant,1,(MKM),{R},298747bb-eb40-4b58-bb22-4ac2bc1d795c
1x,Likeness Looter,$0.99,Blue/Black,Creature — Faerie Shapeshifter,2,(WOE),{U}{B},2957472a-825e-4904-b7e8-62bef1cb432d
1x,"Dennick, Pious Apprentice // Dennick, Pious Apparition",$0.78,White/Blue,Legendary Creature — Human Soldier,2,(PCTB),{W}{U},293bd343-f119-4664-b68b-77dd4051f82e
1x,Bag of Holding,$0.19,,Artifact,1,(CLB),{1},290f4b4f-4f48-4031-b62a-91a0d6716ddd
1x,Arrogant Outlaw,$0.15,Black,Creature — Vampire Noble,3,(DBL),{2}{B},284147c7-4709-44e3-a24a-79100eb4df85
1x,Dreadhound,$0.25,Black,Creature — Demon Dog,6,(MID),{4}{B}{B},27fd571b-8316-4c60-a042-8bcf4816b126
1x,Night of the Sweets' Revenge,$0.28,Green,Enchantment,4,(WOE),{3}{G},27f53bed-7075-4303-aa9e-fcca0a266e19
1x,Leaping Ambush,$0.12,Green,Instant,1,(WOE),{G},2785f716-274c-495c-b4e3-71a72e22f856
1x,Breaking of the Fellowship,$0.25,Red,Sorcery,2,(LTR),{1}{R},2765a467-fe54-4840-b621-7e138db3bdeb
1x,Reasonable Doubt,$0.25,Blue,Instant,2,(MKM),{1}{U},270570a3-8637-4e4e-92d9-e985474cd5d2
1x,The Huntsman's Redemption,$1.00,Green,Enchantment — Saga,3,(WOE),{2}{G},27003577-e276-4ad5-b3e9-8523b166ad49
1x,Bellowing Bruiser // Beat a Path,$0.10,Red,Creature — Ogre // Sorcery — Adventure,5,(WOE),{4}{R} // {2}{R},26ece013-f3ef-4c12-9dea-b2789f61f8a0
1x,Eastfarthing Farmer,$0.12,White,Creature — Halfling Peasant,3,(LTR),{2}{W},26bb65ba-d605-4b79-a700-4a08ec5a90b4
1x,Fuss // Bother,$0.25,White/Blue/Red,Instant // Sorcery,9,(MKM),{2}{R/W} // {4}{W/U}{W/U},269a031e-0b89-40e1-b11b-ae870d72161c
1x,Exit Specialist,$0.25,Blue,Creature — Human Detective,2,(MKM),{1}{U},268f142d-9fb1-4673-b804-add1f08dacb9
1x,Case of the Filched Falcon,$0.27,Blue,Enchantment — Case,1,(MKM),{U},266be5bd-71ba-4511-8b71-d0b03885a28d
1x,Shelob's Ambush,$0.13,Black,Instant,1,(LTR),{B},25e69fa8-7339-4bfa-8e35-9cbfe0001d8b
1x,"Merry, Esquire of Rohan",$1.04,White/Red,Legendary Creature — Halfling Knight,2,(LTR),{R}{W},259ff889-fc9a-42f7-998d-0ab23c94ad8a
1x,Gnawing Crescendo,$0.15,Red,Instant,3,(WOE),{2}{R},254fc64a-9734-44a6-8869-ab03512f1a99
1x,Territorial Witchstalker,$0.10,Green,Creature — Wolf,2,(WOE),{1}{G},2515d53d-7a50-4da3-980d-91d91fea2020
1x,Spell Stutter,$0.20,Blue,Instant,2,(WOE),{1}{U},24447e36-a42f-40a9-ad44-e904b6f9b276
1x,Spell Stutter,$0.25,Blue,Instant,2,(WOE),{1}{U},24447e36-a42f-40a9-ad44-e904b6f9b276
1x,Dwarfhold Champion,$0.13,White,Creature — Dwarf Warrior,2,(AFR),{1}{W},2404a028-05f5-469b-80e0-e820721ff266
1x,Mind Stone,$0.25,,Artifact,2,(LTC),{2},23dd6cb6-31ee-467e-9f67-39046197bcb6
1x,Kindled Heroism,$0.10,Red,Instant,1,(WOE),{R},22a6d05e-e566-4a85-bcf8-9d0fbea3dd14
1x,Flowering of the White Tree,$4.38,White,Legendary Enchantment,2,(LTR),{W}{W},2203b2cd-48e5-471a-85fe-dc81012e5d61
1x,Homicide Investigator,$1.02,Black,Creature — Human Detective,2,(MKM),{1}{B},21d6accd-167a-4b21-a488-44d54cdfa608
1x,Relentless Rohirrim,$0.10,Red,Creature — Human Knight,4,(LTR),{3}{R},21b7606a-6a4c-4bf0-b311-1883383161d2
1x,Jack-o'-Lantern,$0.24,,Artifact,1,(MID),{1},21b589ab-45a0-480a-a891-581c34f8a9bf
1x,Lord Skitter's Butcher,$0.19,Black,Creature — Rat Peasant,3,(WOE),{2}{B},21b31d2b-ef66-4e16-a75e-4e27eb5ebfe9
1x,Choose Your Weapon,$0.25,Green,Instant,3,(AFR),{2}{G},213726e4-e2f5-4e52-b05a-21c4bab9927c
1x,Mines of Moria,$1.00,Land,Legendary Land,0,(LTR),,20f9c167-8593-486f-8e68-bf5a452c48bf
1x,Chaplain of Alms // Chapel Shieldgeist,$0.24,White,Creature — Human Cleric,1,(MID),{W},20e94e17-2e4c-41cd-8cc5-39ab41037287
1x,"Bill Ferny, Bree Swindler",$0.15,Blue,Legendary Creature — Human Rogue,2,(LTR),{1}{U},20ac63cb-fa4d-4340-8062-1029c8bd5ec8
1x,Doomed Traveler,$0.20,White,Creature — Human Soldier,1,(CN2),{W},1fba63ba-4585-4c2b-9fef-9738852f4efb
